SrNo.,SchemeId,LocationId,District,Taluka,Name of Schemes,Region,Type,OSL,FRL,PWL,Design Storage in MCM,,,Present Storage in MCM,,,PercentageFilling %,RF,CRF,Type ofWarning,InflowinCusecs,OutflowRiverinCusecs,outflowCanalinCusecs
,,,,,,,,,,,Gross,Live,Dead,Gross,Live,Dead,,,,,,,
76,66,73,Amreli,Amreli,Thebi,Sau,G,120.6,126,124.2,10.65,9.98,0.67,4.94,4.27,0.67,46.38%,5,200,NIL,0,0,0
71,70,72,Amreli,Amreli,Vadi,Sau,G,128.05,134,133.5,10.62,10.20,0.42,8.86,8.44,0.42,83.43%,5,245,ALERT,0,0,0
67,93,63,Amreli,Babra,Ghelo-I,Sau,UG,159.1,166.72,164.93,10.09,9.86,0.23,5.15,4.92,0.23,51.04%,0,230,NIL,0,0,0
73,72,70,Amreli,Bagasara,Munjiasar,Sau,UG,55.47,62.94,60.866,13.64,13.63,0.01,6.22,6.21,0.01,45.60%,5,133,NIL,0,0,0
77,65,71,Amreli,Dhari,Khodiyar,Sau,G,179.82,202.68,198.9,29.94,29.94,0.00,14.04,14.04,0.00,46.89%,0,162,NIL,0,0,0
69,68,87,Amreli,Khambha,Raidy,Sau,G,42.25,50.85,47.7,6.93,6.38,0.55,2.98,2.43,0.55,43.00%,0,210,NIL,0,0,0
66,73,116,Amreli,Kunkavav vadia,Sankroli,Sau,UG,36.58,44.2,40.84,7.87,7.87,0.00,1.92,1.92,0.00,24.40%,0,89,NIL,0,0,0
70,69,115,Amreli,Kunkavav vadia,Vadiya,Sau,G,125.2,130.25,127.5,5.36,5.09,0.27,1.27,1.00,0.27,23.69%,0,222,NIL,0,0,0
68,67,85,Amreli,Rajula,Dhatarvadi,Sau,UG,70.83,81.23,81.25,26.92,24.63,2.29,26.92,24.63,2.29,100%,0,260,HIGHALERT,45,45,0
75,75,86,Amreli,Rajula,Dhatarwadi-II,Sau,G,31.85,34.41,33.88,10.19,7.44,2.75,8.07,5.32,2.75,79.20%,0,365,WARNING,98,0,0
72,71,74,Amreli,Savarkundla,Shell-Dedumal,Sau,G,171,179.5,177.45,7.81,7.34,0.47,4.07,3.60,0.47,52.11%,0,210,NIL,0,0,0
74,74,84,Amreli,Savarkundla,Surajwadi,Sau,UG,39.62,50.29,50.29,6.37,6.37,0.00,6.37,6.37,0.00,100%,0,300,HIGHALERT,0,0,0
2,31,41,Arvalli,Bayad,Lank,NG,G,106.5,111.55,104.08,7.54,7.22,0.32,0.03,0.00,0.03,0.40%,16,184,NIL,0,0,0
5,30,34,Arvalli,Bhiloda,Hathmati,NG,UG,170.69,180.75,177.79,152.84,149.39,3.45,58.43,54.98,3.45,38.23%,50,296,NIL,2110,0,0
6,34,35,Arvalli,Bhiloda,Meshwo,NG,UG,202.39,214.59,210.98,53.13,49.97,3.16,32.10,28.94,3.16,60.42%,100,329,NIL,1599,0,0
4,27,40,Arvalli,Malpur,Watrak,NG,G,126.03,136.25,132.94,158.20,134.79,23.41,86.96,63.55,23.41,54.97%,18,395,NIL,100,0,0
3,35,39,Arvalli,Meghraj,Waidy,NG,UG,190.85,199.2,196.35,9.28,8.70,0.58,4.74,4.16,0.58,51.08%,21,233,NIL,0,0,0
1,29,38,Arvalli,Modasa,Mazam,NG,G,150.77,157.1,155.08,43.86,36.58,7.28,25.21,17.93,7.28,57.48%,44,448,NIL,260,260,0
9,4,44,Banaskantha,Dantiwada,Dantiwada,NG,G,161.85,184.1,170.95,397.12,392.01,5.10,58.98,53.88,5.10,14.85%,0,360,NIL,882,0,2
7,5,43,Banaskantha,Dantiwada,Sipu,NG,G,176.4,186.43,174.43,161.43,145.37,16.06,8.54,0.00,8.54,5.29%,0,299,NIL,0,0,0
8,3,45,Banaskantha,Vadgam,Mukteshwar,NG,G,193.67,201.65,195.85,31.46,26.30,5.16,9.80,4.64,5.16,31.15%,34,397,NIL,261,0,0
35,7,9,Bharuch,Jhagadia,Dholi,SG,UG,124,136,135.2,14.17,12.56,1.61,12.76,11.15,1.61,90.05%,34,398,HIGHALERT,0,0,0
34,9,11,Bharuch,Netrang,Baldeva,SG,UG,131.35,141.5,137.99,8.15,7.84,0.31,3.45,3.14,0.31,42.33%,92,547,NIL,301.28,0,0
33,10,12,Bharuch,Netrang,Pigut,SG,UG,130.6,139.7,138.23,7.52,7.27,0.25,5.47,5.22,0.25,72.74%,42,688,WARNING,28.02,0,0
81,84,68,Bhavnagar,Bhavnagar,Lakhanka,Sau,G,34.98,44.22,38.7,3.68,3.68,0.00,0.21,0.21,0.00,5.71%,2,175,NIL,0,0,0
82,90,81,Bhavnagar,Mahuva,Bagad,Sau,UG,55.36,60.41,60.51,11.18,9.66,1.52,11.18,9.66,1.52,100%,5,485,HIGHALERT,596,596,0
83,81,83,Bhavnagar,Mahuva,Malan,Sau,G,93.9,104.25,103.47,11.44,11.44,0.00,9.25,9.25,0.00,80.86%,5,320,ALERT,139,0,0
85,91,82,Bhavnagar,Mahuva,Rojki,Sau,UG,89.15,99.06,99.12,9.23,9.13,0.10,9.23,9.13,0.10,100%,15,364,HIGHALERT,183,183,0
87,86,77,Bhavnagar,Palitana,Hanol,Sau,G,86.35,90.1,89.5,5.60,5.43,0.17,4.06,3.89,0.17,72.50%,0,285,WARNING,0,0,0
84,80,76,Bhavnagar,Palitana,Kharo,Sau,G,47.5,54.12,53.5,12.24,11.84,0.40,9.71,9.31,0.40,79.33%,45,465,WARNING,0,0,0
